transaction_id,date,year,quarter,month,customer,customer_id,customer_tier,industry,region,product,category,units,list_price,discount_pct,discount_amt,pocket_price,revenue,unit_cost,total_cost,margin_pct,sales_rep
T0200,2024-01-15,2024,Q1,Jan,Coastline Hotels,C019,Mid-Market,Hospitality,West,Analytics Suite,Software,1,4500,10.85,488.25,4011.75,4011.75,500,500,87.54,Tom Walsh
T0201,2024-01-18,2024,Q1,Jan,Ember Analytics,C018,SMB,Technology,North,Analytics Suite,Software,5,4500,23.46,5278.5,3444.3,17221.5,500,2500,85.48,Emily Foster
T0203,2024-01-21,2024,Q1,Jan,Polar Biotech,C020,Enterprise,Healthcare,East,Headset Pro,Hardware,1,220,13.43,29.55,190.45,190.45,120,120,36.99,Aisha Patel
T0204,2024-01-21,2024,Q1,Jan,Cascade Retail,C005,Mid-Market,Retail,South,Cloud Storage 1TB,Software,2,380,0.0,0.0,380.0,760.0,45,90,88.16,James Okafor
T0206,2024-01-25,2024,Q1,Jan,Stratos Media,C010,SMB,Media,North,ERP Module,Software,1,12000,33.59,4030.8,7969.2,7969.2,1200,1200,84.94,Emily Foster
T0207,2024-01-28,2024,Q1,Jan,Redwood Construction,C015,SMB,Construction,South,Analytics Suite,Software,1,4500,14.33,644.85,3855.15,3855.15,500,500,87.03,Marco Ruiz
T0208,2024-01-29,2024,Q1,Jan,Cascade Retail,C005,Mid-Market,Retail,South,Laptop Pro,Hardware,1,1200,12.07,144.84,1055.16,1055.16,800,800,24.18,James Okafor
T0209,2024-01-31,2024,Q1,Jan,Delta Aerospace,C012,Enterprise,Aerospace,West,Training Package,Services,1,1800,15.95,287.1,1512.9,1512.9,400,400,73.56,David Evans
T0210,2024-02-03,2024,Q1,Feb,Ember Analytics,C018,SMB,Technology,North,Headset Pro,Hardware,2,220,16.43,72.3,183.85,367.7,120,240,34.73,Emily Foster
T0212,2024-02-09,2024,Q1,Feb,Harbor Insurance,C013,Enterprise,Financial Services,East,Mobile Device Mgmt,Software,3,2800,3.76,315.84,2694.72,8084.16,250,750,90.72,Aisha Patel
T0213,2024-02-09,2024,Q1,Feb,Coastline Hotels,C019,Mid-Market,Hospitality,West,Server Rack,Hardware,2,6200,6.03,747.72,5826.14,11652.28,4100,8200,29.63,Tom Walsh
T0214,2024-02-09,2024,Q1,Feb,Ember Analytics,C018,SMB,Technology,North,Training Package,Services,2,1800,30.88,1111.68,1244.16,2488.32,400,800,67.85,Emily Foster
T0215,2024-02-12,2024,Q1,Feb,Cascade Retail,C005,Mid-Market,Retail,South,Laptop Pro,Hardware,10,1200,8.62,1034.4,1096.56,10965.6,800,8000,27.04,James Okafor
T0216,2024-02-15,2024,Q1,Feb,Cascade Retail,C005,Mid-Market,Retail,South,Training Package,Services,2,1800,7.04,253.44,1673.28,3346.56,400,800,76.09,James Okafor
T0218,2024-02-17,2024,Q1,Feb,Redwood Construction,C015,SMB,Construction,South,Mobile Device Mgmt,Software,1,2800,2.67,74.76,2725.24,2725.24,250,250,90.83,Marco Ruiz
T0219,2024-02-17,2024,Q1,Feb,Polar Biotech,C020,Enterprise,Healthcare,East,Headset Pro,Hardware,2,220,3.83,16.86,211.57,423.14,120,240,43.28,Aisha Patel
T0220,2024-02-21,2024,Q1,Feb,Delta Aerospace,C012,Enterprise,Aerospace,West,Office Chair,Furniture,2,180,16.33,58.78,150.61,301.22,80,160,46.88,David Evans
T0221,2024-02-21,2024,Q1,Feb,BlueRock Mining,C009,Mid-Market,Mining,West,Cloud Storage 1TB,Software,1,380,5.41,20.56,359.44,359.44,45,45,87.48,Tom Walsh
T0222,2024-02-23,2024,Q1,Feb,Meridian Health,C003,Enterprise,Healthcare,North,Training Package,Services,10,1800,10.86,1954.8,1604.52,16045.2,400,4000,75.07,Sarah Chen
T0223,2024-02-25,2024,Q1,Feb,Solaris Energy,C004,Mid-Market,Energy,West,Desk Pro,Furniture,5,420,12.52,262.9,367.42,1837.1,180,900,51.01,Tom Walsh
T0227,2024-03-05,2024,Q1,Mar,Harbor Insurance,C013,Enterprise,Financial Services,East,Server Rack,Hardware,1,6200,11.15,691.3,5508.7,5508.7,4100,4100,25.57,Aisha Patel
T0229,2024-03-06,2024,Q1,Mar,Nimbus Financial,C006,Enterprise,Financial Services,East,BI Dashboard,Software,1,5500,9.1,500.5,4999.5,4999.5,500,500,90.0,Priya Sharma
T0230,2024-03-08,2024,Q1,Mar,Pinnacle Consulting,C011,Mid-Market,Professional Svcs,North,BI Dashboard,Software,1,5500,22.04,1212.2,4287.8,4287.8,500,500,88.34,Emily Foster
T0232,2024-03-13,2024,Q1,Mar,Horizon Tech,C002,Enterprise,Technology,East,Cloud Storage 1TB,Software,1,380,7.56,28.73,351.27,351.27,45,45,87.19,Priya Sharma
T0233,2024-03-14,2024,Q1,Mar,Ember Analytics,C018,SMB,Technology,North,Analytics Suite,Software,5,4500,13.35,3003.75,3899.25,19496.25,500,2500,87.18,Emily Foster
T0235,2024-03-21,2024,Q1,Mar,Redwood Construction,C015,SMB,Construction,South,Analytics Suite,Software,3,4500,5.47,738.45,4253.85,12761.55,500,1500,88.25,Marco Ruiz
T0236,2024-03-26,2024,Q1,Mar,Pinnacle Consulting,C011,Mid-Market,Professional Svcs,North,CRM Platform,Software,1,8500,14.86,1263.1,7236.9,7236.9,600,600,91.71,Emily Foster
T0237,2024-03-28,2024,Q1,Mar,BlueRock Mining,C009,Mid-Market,Mining,West,Security Suite,Software,1,3200,8.2,262.4,2937.6,2937.6,280,280,90.47,Tom Walsh
T0238,2024-03-28,2024,Q1,Mar,BlueRock Mining,C009,Mid-Market,Mining,West,Server Rack,Hardware,5,6200,13.56,4203.6,5359.28,26796.4,4100,20500,23.5,Tom Walsh
T0240,2024-03-29,2024,Q1,Mar,Orion Pharma,C008,Enterprise,Healthcare,East,BI Dashboard,Software,5,5500,12.61,3467.75,4806.45,24032.25,500,2500,89.6,Aisha Patel
T0241,2024-03-30,2024,Q1,Mar,Quantum Devices,C014,Enterprise,Technology,North,Desk Pro,Furniture,1,420,7.21,30.28,389.72,389.72,180,180,53.81,Sarah Chen
T0242,2024-04-02,2024,Q2,Apr,Vertex Logistics,C007,Mid-Market,Logistics,South,Laptop Pro,Hardware,1,1200,1.8,21.6,1178.4,1178.4,800,800,32.11,Marco Ruiz
T0245,2024-04-09,2024,Q2,Apr,Polar Biotech,C020,Enterprise,Healthcare,East,Server Rack,Hardware,2,6200,11.23,1392.52,5503.74,11007.48,4100,8200,25.51,Aisha Patel
T0246,2024-04-09,2024,Q2,Apr,Ember Analytics,C018,SMB,Technology,North,Headset Pro,Hardware,2,220,28.23,124.22,157.89,315.78,120,240,24.0,Emily Foster
T0247,2024-04-09,2024,Q2,Apr,Apex Industries,C001,Enterprise,Manufacturing,North,Laptop Pro,Hardware,2,1200,6.36,152.64,1123.68,2247.36,800,1600,28.81,Sarah Chen
T0248,2024-04-10,2024,Q2,Apr,Harbor Insurance,C013,Enterprise,Financial Services,East,Training Package,Services,1,1800,8.13,146.34,1653.66,1653.66,400,400,75.81,Aisha Patel
T0250,2024-04-12,2024,Q2,Apr,Granite Automotive,C017,Enterprise,Automotive,West,Headset Pro,Hardware,2,220,26.07,114.7,162.65,325.3,120,240,26.22,David Evans
T0252,2024-04-14,2024,Q2,Apr,Granite Automotive,C017,Enterprise,Automotive,West,Server Rack,Hardware,2,6200,25.2,3124.8,4637.6,9275.2,4100,8200,11.59,David Evans
T0253,2024-04-15,2024,Q2,Apr,Harbor Insurance,C013,Enterprise,Financial Services,East,Mobile Device Mgmt,Software,1,2800,7.99,223.72,2576.28,2576.28,250,250,90.3,Aisha Patel
T0255,2024-04-20,2024,Q2,Apr,Tidal Software,C016,Mid-Market,Technology,South,Analytics Suite,Software,3,4500,10.44,1409.4,4030.2,12090.6,500,1500,87.59,James Okafor
T0257,2024-04-29,2024,Q2,Apr,Quantum Devices,C014,Enterprise,Technology,North,BI Dashboard,Software,3,5500,3.78,623.7,5292.1,15876.3,500,1500,90.55,Sarah Chen
T0258,2024-04-29,2024,Q2,Apr,Coastline Hotels,C019,Mid-Market,Hospitality,West,Network Switch,Hardware,2,950,10.54,200.26,849.87,1699.74,540,1080,36.46,Tom Walsh
T0259,2024-04-30,2024,Q2,Apr,Granite Automotive,C017,Enterprise,Automotive,West,Network Switch,Hardware,1,950,23.07,219.16,730.84,730.84,540,540,26.11,David Evans
T0260,2024-05-01,2024,Q2,May,Vertex Logistics,C007,Mid-Market,Logistics,South,"Monitor 27""",Hardware,1,350,1.94,6.79,343.21,343.21,210,210,38.81,Marco Ruiz
T0262,2024-05-02,2024,Q2,May,Redwood Construction,C015,SMB,Construction,South,Training Package,Services,2,1800,9.18,330.48,1634.76,3269.52,400,800,75.53,Marco Ruiz
T0264,2024-05-05,2024,Q2,May,Delta Aerospace,C012,Enterprise,Aerospace,West,Server Rack,Hardware,1,6200,19.73,1223.26,4976.74,4976.74,4100,4100,17.62,David Evans
T0267,2024-05-18,2024,Q2,May,BlueRock Mining,C009,Mid-Market,Mining,West,"Monitor 27""",Hardware,5,350,5.53,96.8,330.64,1653.2,210,1050,36.49,Tom Walsh
T0268,2024-05-19,2024,Q2,May,Stratos Media,C010,SMB,Media,North,Desk Pro,Furniture,5,420,23.58,495.2,320.96,1604.8,180,900,43.92,Emily Foster
T0269,2024-05-21,2024,Q2,May,Redwood Construction,C015,SMB,Construction,South,Security Suite,Software,5,3200,6.51,1041.6,2991.68,14958.4,280,1400,90.64,Marco Ruiz
T0270,2024-05-29,2024,Q2,May,BlueRock Mining,C009,Mid-Market,Mining,West,Office Chair,Furniture,2,180,10.4,37.44,161.28,322.56,80,160,50.4,Tom Walsh
T0275,2024-06-12,2024,Q2,Jun,BlueRock Mining,C009,Mid-Market,Mining,West,Analytics Suite,Software,10,4500,11.58,5211.0,3978.9,39789.0,500,5000,87.43,Tom Walsh
T0278,2024-06-21,2024,Q2,Jun,Nimbus Financial,C006,Enterprise,Financial Services,East,Office Chair,Furniture,2,180,7.77,27.98,166.01,332.02,80,160,51.81,Priya Sharma
T0279,2024-06-21,2024,Q2,Jun,Ember Analytics,C018,SMB,Technology,North,Server Rack,Hardware,1,6200,19.11,1184.82,5015.18,5015.18,4100,4100,18.25,Emily Foster
T0280,2024-06-22,2024,Q2,Jun,Cascade Retail,C005,Mid-Market,Retail,South,Cloud Storage 1TB,Software,3,380,13.56,154.59,328.47,985.41,45,135,86.3,James Okafor
T0281,2024-06-24,2024,Q2,Jun,Delta Aerospace,C012,Enterprise,Aerospace,West,Desk Pro,Furniture,10,420,16.47,691.7,350.83,3508.3,180,1800,48.69,David Evans
T0282,2024-06-24,2024,Q2,Jun,Polar Biotech,C020,Enterprise,Healthcare,East,Mobile Device Mgmt,Software,1,2800,0.81,22.68,2777.32,2777.32,250,250,91.0,Aisha Patel
T0283,2024-06-27,2024,Q2,Jun,Granite Automotive,C017,Enterprise,Automotive,West,Security Suite,Software,2,3200,28.8,1843.2,2278.4,4556.8,280,560,87.71,David Evans
T0284,2024-06-27,2024,Q2,Jun,Ember Analytics,C018,SMB,Technology,North,Analytics Suite,Software,3,4500,30.68,4141.8,3119.4,9358.2,500,1500,83.97,Emily Foster
T0285,2024-06-27,2024,Q2,Jun,Pinnacle Consulting,C011,Mid-Market,Professional Svcs,North,BI Dashboard,Software,1,5500,28.53,1569.15,3930.85,3930.85,500,500,87.28,Emily Foster
T0286,2024-06-29,2024,Q2,Jun,Stratos Media,C010,SMB,Media,North,Mobile Device Mgmt,Software,1,2800,24.59,688.52,2111.48,2111.48,250,250,88.16,Emily Foster
T0288,2024-07-02,2024,Q3,Jul,Solaris Energy,C004,Mid-Market,Energy,West,Headset Pro,Hardware,2,220,11.53,50.74,194.63,389.26,120,240,38.34,Tom Walsh
T0289,2024-07-02,2024,Q3,Jul,Quantum Devices,C014,Enterprise,Technology,North,Desk Pro,Furniture,10,420,15.03,631.3,356.87,3568.7,180,1800,49.56,Sarah Chen
T0290,2024-07-03,2024,Q3,Jul,Meridian Health,C003,Enterprise,Healthcare,North,BI Dashboard,Software,2,5500,5.17,568.7,5215.65,10431.3,500,1000,90.41,Sarah Chen
T0291,2024-07-04,2024,Q3,Jul,Pinnacle Consulting,C011,Mid-Market,Professional Svcs,North,Headset Pro,Hardware,5,220,25.22,277.4,164.52,822.6,120,600,27.06,Emily Foster
T0292,2024-07-06,2024,Q3,Jul,Quantum Devices,C014,Enterprise,Technology,North,CRM Platform,Software,1,8500,9.02,766.7,7733.3,7733.3,600,600,92.24,Sarah Chen
T0293,2024-07-06,2024,Q3,Jul,Polar Biotech,C020,Enterprise,Healthcare,East,Desk Pro,Furniture,1,420,8.04,33.77,386.23,386.23,180,180,53.4,Aisha Patel
T0295,2024-07-09,2024,Q3,Jul,Solaris Energy,C004,Mid-Market,Energy,West,BI Dashboard,Software,5,5500,12.94,3558.5,4788.3,23941.5,500,2500,89.56,Tom Walsh
T0297,2024-07-10,2024,Q3,Jul,Delta Aerospace,C012,Enterprise,Aerospace,West,Training Package,Services,1,1800,17.37,312.66,1487.34,1487.34,400,400,73.11,David Evans
T0298,2024-07-12,2024,Q3,Jul,Solaris Energy,C004,Mid-Market,Energy,West,Analytics Suite,Software,2,4500,8.07,726.3,4136.85,8273.7,500,1000,87.91,Tom Walsh
T0299,2024-07-16,2024,Q3,Jul,Polar Biotech,C020,Enterprise,Healthcare,East,BI Dashboard,Software,10,5500,3.23,1776.5,5322.35,53223.5,500,5000,90.61,Aisha Patel
T0301,2024-07-19,2024,Q3,Jul,Vertex Logistics,C007,Mid-Market,Logistics,South,Desk Pro,Furniture,2,420,7.85,65.94,387.03,774.06,180,360,53.49,Marco Ruiz
T0302,2024-07-19,2024,Q3,Jul,Redwood Construction,C015,SMB,Construction,South,Cloud Storage 1TB,Software,10,380,3.51,133.4,366.66,3666.6,45,450,87.73,Marco Ruiz
T0303,2024-07-23,2024,Q3,Jul,Granite Automotive,C017,Enterprise,Automotive,West,Office Chair,Furniture,1,180,17.84,32.11,147.89,147.89,80,80,45.91,David Evans
T0306,2024-07-29,2024,Q3,Jul,Quantum Devices,C014,Enterprise,Technology,North,Laptop Pro,Hardware,3,1200,9.93,357.48,1080.84,3242.52,800,2400,25.98,Sarah Chen
T0307,2024-07-29,2024,Q3,Jul,BlueRock Mining,C009,Mid-Market,Mining,West,Office Chair,Furniture,1,180,10.53,18.95,161.05,161.05,80,80,50.33,Tom Walsh
T0308,2024-07-30,2024,Q3,Jul,Harbor Insurance,C013,Enterprise,Financial Services,East,Server Rack,Hardware,1,6200,2.61,161.82,6038.18,6038.18,4100,4100,32.1,Aisha Patel
T0310,2024-08-09,2024,Q3,Aug,Vertex Logistics,C007,Mid-Market,Logistics,South,BI Dashboard,Software,1,5500,8.39,461.45,5038.55,5038.55,500,500,90.08,Marco Ruiz
T0311,2024-08-09,2024,Q3,Aug,Delta Aerospace,C012,Enterprise,Aerospace,West,Laptop Pro,Hardware,1,1200,25.34,304.08,895.92,895.92,800,800,10.71,David Evans
T0313,2024-08-14,2024,Q3,Aug,Horizon Tech,C002,Enterprise,Technology,East,CRM Platform,Software,2,8500,12.32,2094.4,7452.8,14905.6,600,1200,91.95,Priya Sharma
T0315,2024-08-15,2024,Q3,Aug,Polar Biotech,C020,Enterprise,Healthcare,East,Laptop Pro,Hardware,2,1200,0.16,3.84,1198.08,2396.16,800,1600,33.23,Aisha Patel
T0318,2024-08-19,2024,Q3,Aug,BlueRock Mining,C009,Mid-Market,Mining,West,Headset Pro,Hardware,1,220,8.72,19.18,200.82,200.82,120,120,40.24,Tom Walsh
T0319,2024-08-20,2024,Q3,Aug,Polar Biotech,C020,Enterprise,Healthcare,East,Analytics Suite,Software,1,4500,13.42,603.9,3896.1,3896.1,500,500,87.17,Aisha Patel
T0320,2024-08-21,2024,Q3,Aug,Redwood Construction,C015,SMB,Construction,South,"Monitor 27""",Hardware,2,350,12.23,85.6,307.19,614.38,210,420,31.64,Marco Ruiz
T0321,2024-08-21,2024,Q3,Aug,Apex Industries,C001,Enterprise,Manufacturing,North,CRM Platform,Software,1,8500,2.26,192.1,8307.9,8307.9,600,600,92.78,Sarah Chen
T0322,2024-08-25,2024,Q3,Aug,Delta Aerospace,C012,Enterprise,Aerospace,West,Server Rack,Hardware,10,6200,25.44,15772.8,4622.72,46227.2,4100,41000,11.31,David Evans
T0323,2024-08-29,2024,Q3,Aug,Polar Biotech,C020,Enterprise,Healthcare,East,BI Dashboard,Software,10,5500,10.57,5813.5,4918.65,49186.5,500,5000,89.83,Aisha Patel
T0324,2024-09-02,2024,Q3,Sep,Pinnacle Consulting,C011,Mid-Market,Professional Svcs,North,"Monitor 27""",Hardware,10,350,34.16,1195.6,230.44,2304.4,210,2100,8.87,Emily Foster
T0327,2024-09-03,2024,Q3,Sep,Meridian Health,C003,Enterprise,Healthcare,North,Desk Pro,Furniture,2,420,9.19,77.2,381.4,762.8,180,360,52.81,Sarah Chen
T0328,2024-09-03,2024,Q3,Sep,Coastline Hotels,C019,Mid-Market,Hospitality,West,Cloud Storage 1TB,Software,3,380,10.04,114.45,341.85,1025.55,45,135,86.84,Tom Walsh
T0329,2024-09-03,2024,Q3,Sep,Solaris Energy,C004,Mid-Market,Energy,West,Cloud Storage 1TB,Software,1,380,3.7,14.06,365.94,365.94,45,45,87.7,Tom Walsh
T0330,2024-09-03,2024,Q3,Sep,Redwood Construction,C015,SMB,Construction,South,Office Chair,Furniture,2,180,6.91,24.88,167.56,335.12,80,160,52.26,Marco Ruiz
T0331,2024-09-04,2024,Q3,Sep,BlueRock Mining,C009,Mid-Market,Mining,West,Cloud Storage 1TB,Software,10,380,9.68,367.8,343.22,3432.2,45,450,86.89,Tom Walsh
T0332,2024-09-08,2024,Q3,Sep,Delta Aerospace,C012,Enterprise,Aerospace,West,BI Dashboard,Software,3,5500,19.63,3238.95,4420.35,13261.05,500,1500,88.69,David Evans
T0333,2024-09-09,2024,Q3,Sep,Horizon Tech,C002,Enterprise,Technology,East,CRM Platform,Software,5,8500,4.36,1853.0,8129.4,40647.0,600,3000,92.62,Priya Sharma
T0334,2024-09-12,2024,Q3,Sep,Polar Biotech,C020,Enterprise,Healthcare,East,Office Chair,Furniture,2,180,12.4,44.64,157.68,315.36,80,160,49.26,Aisha Patel
T0335,2024-09-15,2024,Q3,Sep,Vertex Logistics,C007,Mid-Market,Logistics,South,Mobile Device Mgmt,Software,1,2800,8.13,227.64,2572.36,2572.36,250,250,90.28,Marco Ruiz
T0336,2024-09-19,2024,Q3,Sep,Granite Automotive,C017,Enterprise,Automotive,West,Server Rack,Hardware,1,6200,16.78,1040.36,5159.64,5159.64,4100,4100,20.54,David Evans
T0338,2024-09-24,2024,Q3,Sep,Meridian Health,C003,Enterprise,Healthcare,North,Headset Pro,Hardware,1,220,12.74,28.03,191.97,191.97,120,120,37.49,Sarah Chen
T0340,2024-09-25,2024,Q3,Sep,Stratos Media,C010,SMB,Media,North,Laptop Pro,Hardware,2,1200,30.76,738.24,830.88,1661.76,800,1600,3.72,Emily Foster
T0344,2024-10-01,2024,Q4,Oct,Meridian Health,C003,Enterprise,Healthcare,North,Training Package,Services,1,1800,7.01,126.18,1673.82,1673.82,400,400,76.1,Sarah Chen
T0345,2024-10-01,2024,Q4,Oct,Nimbus Financial,C006,Enterprise,Financial Services,East,Security Suite,Software,1,3200,10.4,332.8,2867.2,2867.2,280,280,90.23,Priya Sharma
T0347,2024-10-05,2024,Q4,Oct,Nimbus Financial,C006,Enterprise,Financial Services,East,Security Suite,Software,1,3200,8.37,267.84,2932.16,2932.16,280,280,90.45,Priya Sharma
T0348,2024-10-08,2024,Q4,Oct,Harbor Insurance,C013,Enterprise,Financial Services,East,ERP Module,Software,10,12000,8.75,10500.0,10950.0,109500.0,1200,12000,89.04,Aisha Patel
T0349,2024-10-10,2024,Q4,Oct,Apex Industries,C001,Enterprise,Manufacturing,North,"Monitor 27""",Hardware,1,350,4.3,15.05,334.95,334.95,210,210,37.3,Sarah Chen
T0350,2024-10-10,2024,Q4,Oct,Orion Pharma,C008,Enterprise,Healthcare,East,ERP Module,Software,1,12000,7.4,888.0,11112.0,11112.0,1200,1200,89.2,Aisha Patel
T0351,2024-10-11,2024,Q4,Oct,Polar Biotech,C020,Enterprise,Healthcare,East,Office Chair,Furniture,3,180,3.79,20.46,173.18,519.54,80,240,53.81,Aisha Patel
T0352,2024-10-11,2024,Q4,Oct,BlueRock Mining,C009,Mid-Market,Mining,West,Cloud Storage 1TB,Software,10,380,7.94,301.7,349.83,3498.3,45,450,87.14,Tom Walsh
T0354,2024-10-15,2024,Q4,Oct,Orion Pharma,C008,Enterprise,Healthcare,East,Server Rack,Hardware,1,6200,9.42,584.04,5615.96,5615.96,4100,4100,26.99,Aisha Patel
T0355,2024-10-16,2024,Q4,Oct,Granite Automotive,C017,Enterprise,Automotive,West,BI Dashboard,Software,1,5500,18.68,1027.4,4472.6,4472.6,500,500,88.82,David Evans
T0356,2024-10-16,2024,Q4,Oct,Ember Analytics,C018,SMB,Technology,North,"Monitor 27""",Hardware,1,350,15.98,55.93,294.07,294.07,210,210,28.59,Emily Foster
T0357,2024-10-18,2024,Q4,Oct,Polar Biotech,C020,Enterprise,Healthcare,East,ERP Module,Software,1,12000,8.44,1012.8,10987.2,10987.2,1200,1200,89.08,Aisha Patel
T0359,2024-10-20,2024,Q4,Oct,Vertex Logistics,C007,Mid-Market,Logistics,South,Desk Pro,Furniture,10,420,11.57,485.9,371.41,3714.1,180,1800,51.54,Marco Ruiz
T0361,2024-10-22,2024,Q4,Oct,Stratos Media,C010,SMB,Media,North,Server Rack,Hardware,10,6200,23.57,14613.4,4738.66,47386.6,4100,41000,13.48,Emily Foster
T0364,2024-10-23,2024,Q4,Oct,Vertex Logistics,C007,Mid-Market,Logistics,South,BI Dashboard,Software,2,5500,13.16,1447.6,4776.2,9552.4,500,1000,89.53,Marco Ruiz
T0365,2024-10-25,2024,Q4,Oct,Quantum Devices,C014,Enterprise,Technology,North,Desk Pro,Furniture,3,420,3.05,38.43,407.19,1221.57,180,540,55.79,Sarah Chen
T0366,2024-10-27,2024,Q4,Oct,Delta Aerospace,C012,Enterprise,Aerospace,West,Server Rack,Hardware,1,6200,18.15,1125.3,5074.7,5074.7,4100,4100,19.21,David Evans
T0367,2024-11-01,2024,Q4,Nov,Redwood Construction,C015,SMB,Construction,South,Analytics Suite,Software,1,4500,2.05,92.25,4407.75,4407.75,500,500,88.66,Marco Ruiz
T0369,2024-11-02,2024,Q4,Nov,Harbor Insurance,C013,Enterprise,Financial Services,East,Server Rack,Hardware,5,6200,10.31,3196.1,5560.78,27803.9,4100,20500,26.27,Aisha Patel
T0370,2024-11-05,2024,Q4,Nov,Granite Automotive,C017,Enterprise,Automotive,West,Security Suite,Software,1,3200,17.27,552.64,2647.36,2647.36,280,280,89.42,David Evans
T0371,2024-11-06,2024,Q4,Nov,Orion Pharma,C008,Enterprise,Healthcare,East,Security Suite,Software,3,3200,8.5,816.0,2928.0,8784.0,280,840,90.44,Aisha Patel
T0372,2024-11-07,2024,Q4,Nov,Quantum Devices,C014,Enterprise,Technology,North,Security Suite,Software,1,3200,4.62,147.84,3052.16,3052.16,280,280,90.83,Sarah Chen
T0373,2024-11-10,2024,Q4,Nov,Nimbus Financial,C006,Enterprise,Financial Services,East,Desk Pro,Furniture,1,420,8.94,37.55,382.45,382.45,180,180,52.94,Priya Sharma
T0374,2024-11-14,2024,Q4,Nov,Stratos Media,C010,SMB,Media,North,Security Suite,Software,1,3200,21.52,688.64,2511.36,2511.36,280,280,88.85,Emily Foster
T0375,2024-11-18,2024,Q4,Nov,Vertex Logistics,C007,Mid-Market,Logistics,South,Headset Pro,Hardware,2,220,5.96,26.22,206.89,413.78,120,240,42.0,Marco Ruiz
T0377,2024-11-21,2024,Q4,Nov,BlueRock Mining,C009,Mid-Market,Mining,West,Headset Pro,Hardware,1,220,11.61,25.54,194.46,194.46,120,120,38.29,Tom Walsh
T0379,2024-11-26,2024,Q4,Nov,BlueRock Mining,C009,Mid-Market,Mining,West,Desk Pro,Furniture,1,420,13.08,54.94,365.06,365.06,180,180,50.69,Tom Walsh
T0381,2024-11-28,2024,Q4,Nov,Pinnacle Consulting,C011,Mid-Market,Professional Svcs,North,"Monitor 27""",Hardware,10,350,27.46,961.1,253.89,2538.9,210,2100,17.29,Emily Foster
T0383,2024-12-02,2024,Q4,Dec,Pinnacle Consulting,C011,Mid-Market,Professional Svcs,North,Office Chair,Furniture,5,180,19.77,177.95,144.41,722.05,80,400,44.6,Emily Foster
T0384,2024-12-03,2024,Q4,Dec,Delta Aerospace,C012,Enterprise,Aerospace,West,Office Chair,Furniture,10,180,17.17,309.1,149.09,1490.9,80,800,46.34,David Evans
T0385,2024-12-03,2024,Q4,Dec,Solaris Energy,C004,Mid-Market,Energy,West,Server Rack,Hardware,2,6200,11.77,1459.48,5470.26,10940.52,4100,8200,25.05,Tom Walsh
T0387,2024-12-06,2024,Q4,Dec,Meridian Health,C003,Enterprise,Healthcare,North,"Monitor 27""",Hardware,1,350,9.64,33.74,316.26,316.26,210,210,33.6,Sarah Chen
T0389,2024-12-07,2024,Q4,Dec,Solaris Energy,C004,Mid-Market,Energy,West,Mobile Device Mgmt,Software,10,2800,0.93,260.4,2773.96,27739.6,250,2500,90.99,Tom Walsh
T0391,2024-12-10,2024,Q4,Dec,Harbor Insurance,C013,Enterprise,Financial Services,East,"Monitor 27""",Hardware,1,350,1.04,3.64,346.36,346.36,210,210,39.37,Aisha Patel
T0394,2024-12-14,2024,Q4,Dec,Polar Biotech,C020,Enterprise,Healthcare,East,Mobile Device Mgmt,Software,1,2800,0.0,0.0,2800.0,2800.0,250,250,91.07,Aisha Patel
T0395,2024-12-16,2024,Q4,Dec,Cascade Retail,C005,Mid-Market,Retail,South,Training Package,Services,2,1800,3.21,115.56,1742.22,3484.44,400,800,77.04,James Okafor
T0397,2024-12-18,2024,Q4,Dec,Granite Automotive,C017,Enterprise,Automotive,West,Desk Pro,Furniture,5,420,30.47,639.85,292.03,1460.15,180,900,38.36,David Evans
T0399,2024-12-26,2024,Q4,Dec,Quantum Devices,C014,Enterprise,Technology,North,Security Suite,Software,1,3200,4.06,129.92,3070.08,3070.08,280,280,90.88,Sarah Chen
T0400,2024-12-27,2024,Q4,Dec,Redwood Construction,C015,SMB,Construction,South,Laptop Pro,Hardware,3,1200,10.06,362.16,1079.28,3237.84,800,2400,25.88,Marco Ruiz
